id,review,livro,nota,sentimento,classe
171,"Esse livro, se você for parar para avaliar criticamente, na verdade, não tem nada de muito especial … E uma historia fantasiosa, envolvente, mas é pura ficção e todo mundo sabe disso.. Mas, como explicar o fascinio que causa em quem le? Principalmente nas adolescentes? Que Agente ADORA esses vampiros misteriosos, sensuais, palidos e romanticos é LOGICOOOOOOO Mas o que sera que faz Crepusculo ser tão ESPECIAL? Eu não sei nem quero saber. É que se você é daqueles que não gostam de ficar muito tempo fazendo uma uma mesma coisa ou gosta de ler dois tres livros de vez … Esqueça Depois que você ler as duas primeiras pags. Do Crepusculo não vai querer largar mais. Vai virar madrugada a dentro .. Isso é Vicio. Se você gosta de se dedicar a um livro apenas, reserve um tempo precioso só pra Crepusculo. ",Crepúsculo,5,0,true
172,Lindo demais! O livro com uma historia perfeita e personagens mais ainda! Sua historia deixa você incapaz de largar o livro e de ir pelo mundo a fora procurar seu Edward cullen!,Crepúsculo,5,0,true
173,"Eu já havia lido e ouvido todos os tipos de comentários a respeito do Crepúsculo quando uma amiga me emprestou o livro. Tomei o cuidado de não criar nenhuma expectativa, já que as opiniões (confiáveis) de outras pessoas estavam bem equilibradas: eu podeia amá-lo e não faria diferença, mas eu precisava ler! Independente de qualquer coisa, Crepúsculo é um livro sobre vampiros, e eu sou incondicionamente apaixonada por contos vampirescos. Óbviamente um livro voltado para o público feminio teen, e autora deixa isso claro com intermináveis páginas descrevendo (sem economizar adjetivos) a perfeição de Edward, que, como todo bom vampiro, é inacreditavelmente atraente! A autora ainda peca em vários outros pontos, o principal deles, na minha opinião, foi ter deixado toda a aventura e suspense para o fim do livro. E falha um pouco na descrição da cidade, cenário para a maior parte da história, além de enfatizar que é nublado, muito nublado, enevoado, verde, muito verde e sem sol .. Fica dificil se interessar mais pelo lugar. A verdade é que poucos livros capturaram minha atenção de uma forma tão intensa. A narrativa de Crepúsculo é extremamente envolvente, e por vezes me surpreendi fazend um esforço absurdo para desgrudar os olhos do livro. Por mais clichê que seja o romance entre Bella e Edwarde, é Impossível abandonar o livropela metade, e mais dicil ainda não se apaixonar pela história!",Crepúsculo,4,0,true
174,"É bom sim. Porém, não é aquela maravilha, aquela perfeição que todos falam … Talvez por eu estar acostumada a ler, Crepúsculo é fraco. Mas pra quem tah começandoa gostar de ler agora, ele é mais do que um bom começo. Não posso negar que ela fez de um enredo muuuiiito digno de malhação algo possível de ser ler, com fatores inesperados e tals … Mas os personagens principais ainda são fracos de personalidade, na minha opinião. Pode ser que no decorrer da série eles se tornem mais complexos, portanto melhor.",Crepúsculo,3,0,true
175,Lindo um livro fantastico que conrrespondeu todas as minhas espectativas …,Crepúsculo,5,0,true
176,"Quando comecei a ler esse livro simplesmente me apaixonei. Na época, Crepúsculo era “modinha”, mas, de qualquer forma, o livro não deixa de ser bom. Li em pouco tempo e me impressionei. ",Crepúsculo,4,0,true
177,"Sou fascinada por historias de vampiros, sempre gostei de jogos filmes e livros que tratavam desse assunto … agora quando se mistura vampiros, morte e amor meu. Sem comentários. Amei esse livro, Stephenie Meyer consegue trazer todos os sentimentos de Bella com uma facilidade muito grande, você acaba sentindo o mesmo, entra na historia de uma maneira indescritível … AMEIIIIII",Crepúsculo,5,0,true
178,Um amor além da vida!,Crepúsculo,4,0,true
179,"A primeira vista é apaixonante (Edward, para falar a verdade) . Depois a idéia começa a ficar peigas demais. Fora que a autora está bem longe de ser uma boa escritora. Neste ponto, J.K Rowling é bem melhor. Não apenas por saber escrever mas também no quesito criatividade. ",Crepúsculo,2,1,true
180,Bom particularmente como admirador de histórias de vampiros achei extremamente fraco. Primeiramente um vampiro que é quase vegetariano não mode ninguém hehe! Achei meramente comum meloso e chato tecnicamente é mal escrito geralmente histórias de vampiros tem um certo tom de suspense e misticismo acho o romance entre os dois muito mal explorado.,Crepúsculo,1,1,true
181,"O melhor do melhor. Romantico e emocionante, chio de aventuras e de um único amor proibido. Vampiros sexs e humanos vivendo em um único mundo. Vocês vão se apaixonar como eu me apaixonei. Vale muito apena. A única coisa que me incomoda em pouco é que a Bella no livro é meio que medrosa. Mas em compensação o Edward é um cara que faria qualquer mulher beijar os pais dele. Parabéns Stephanie Meyer por criar um mundo em que eu possa viver. :D",Crepúsculo,5,0,true
182,"Li desconfiado, mas a desconfiança passou logo. Como não sou nenhum crítico literário, julgo apenas o quanto a estória me cativa e flui … Leitura fácil, desprentensiosa e gostosa. Muito legal a forma como a autora coloca o autruísmo de Bella e trabalha isso. Achei mais legal enquanto se desenrolava por aí do que quando começou a “ação” . Vale a pena.",Crepúsculo,4,0,true
183,"Uma história de amor em um livro de ficção. Um livro envolvente, faz com que você não queira parar de ler – saber o que acontece. O romance de Edwarde e Bella é lindo …. apesar do personagem ser, muitas vezes, irritante (infantil – birrenta).",Crepúsculo,5,0,true
184,"Não esperava que pudesse me prender tanto a uma fantasia da qual tem esse livro a historia de vampiros e uma menina pacata de Nova York é totalmente viciante para seus olhos, é uma coisa onde você não pode abandonar o livro. Um amor lindo e puro com tanta aventura envolvida. ",Crepúsculo,5,0,true
